date,A,AAL,AAP,AAPL,ABBV,ABC,ABMD,ABT,ACN,ADBE,ADI,ADM,ADP,ADS,ADSK,AEE,AEP,AES,AFL,AGN,AIG,AIV,AIZ,AJG,AKAM,ALB,ALGN,ALK,ALL,ALLE,ALXN,AMAT,AMD,AME,AMG,AMGN,AMT,AMZN,ANET,ANSS,ANTM,AON,AOS,APA,APC,APD,APH,APTV,ARE,ARNC,ATO,ATVI,AVB,AVGO,AVY,AWK,AXP,AZO,BA,BAC,BAX,BBT,BBY,BDX,BEN,BHF,BHGE,BIIB,BK,BKNG,BLK,BLL,BMY,BR,BSX,BWA,BXP,C,CAG,CAH,CAT,CB,CBOE,CBRE,CBS,CCI,CCL,CDNS,CE,CELG,CERN,CF,CFG,CHD,CHRW,CHTR,CI,CINF,CL,CLX,CMA,CMCSA,CME,CMG,CMI,CMS,CNC,CNP,COF,COG,COO,COP,COST,COTY,CPB,CPRI,CPRT,CRM,CSCO,CSX,CTAS,CTL,CTSH,CTXS,CVS,CVX,CXO,D,DAL,DE,DFS,DG,DGX,DHI,DHR,DIS,DISCA,DISCK,DISH,DLR,DLTR,DOV,DRE,DRI,DTE,DUK,DVA,DVN,DWDP,DXC,EA,EBAY,ECL,ED,EFX,EIX,EL,EMN,EMR,EOG,EQIX,EQR,ES,ESS,ETFC,ETN,ETR,EVRG,EW,EXC,EXPD,EXPE,EXR,F,FANG,FAST,FB,FBHS,FCX,FDX
2016-01-20,36.1913,37.828,142.6263,91.4143,50.9958,85.9274,83.17,37.469,93.4827,87.94,47.18,28.5322,73.1493,241.6531,47.9,38.4587,51.6339,7.5526,25.9651,282.7351,51.3648,33.3867,71.438,33.9114,46.11,46.0773,60.33,63.4868,54.8399,55.9827,159.89,15.7046,1.8,45.6083,124.5966,141.6358,83.6607,571.77,63.36,84.71,131.3695,81.8515,29.7932,32.4634,29.7757,108.7869,45.2308,,69.7566,14.600999999999999,58.2807,34.0448,155.813,115.8659,55.5467,56.743,59.9929,713.66,112.1587,13.0294,33.6552,29.8099,24.1206,134.7713,28.2512,,,269.35,33.3794,1081.33,271.1883,33.4197,58.6999,47.6664,17.54,28.8401,107.51,38.4166,27.8458,73.7435,53.9484,103.8361,61.1925,28.01,42.3908,69.5011,44.13399999999999,19.04,55.5008,107.49,56.03,25.9725,20.1164,37.3813,59.4966,170.51,139.1212,50.1536,57.923,115.243,32.1709,25.3572,77.1785,465.5,76.9568,32.6224,31.27,14.8736,56.9468,16.7583,124.0396,32.4038,137.9399,21.4047,49.6359,36.49,16.575,70.33,20.7377,21.1037,79.5017,16.4127,58.2475,52.7865,87.338,69.3255,72.52,60.7504,42.9472,67.4053,45.8189,67.4729,61.2909,25.4318,63.1918,88.3732,25.53,25.02,48.36,65.2958,76.03,39.6784,16.6259,54.5395,72.7583,62.0798,65.41,20.9449,,,66.85,25.82,98.8934,60.7265,98.0279,53.5912,79.7494,56.3077,38.4287,58.9652,276.5458,59.1961,46.4318,205.4818,24.1852,42.8433,57.5008,,75.49,24.0632,41.4892,103.3312,75.8052,9.6639,60.7233,33.2891,94.35,45.9072,4.0144,119.7798
2016-01-21,36.1622,38.5349,143.0341,90.9515,52.0755,85.6155,82.94,37.0189,92.7561,88.0,47.1334,29.1067,74.1125,243.4535,47.87,38.277,51.3843,7.9819,26.0913,285.4858,51.6074,33.3776,71.96,33.8562,46.21,47.4401,60.73,68.6387,54.9912,55.7877,155.52,16.1267,2.09,45.383,125.45299999999999,139.5892,84.6195,575.02,62.54,85.07,132.6021,81.5432,30.811,34.9303,32.7104,108.426,46.4658,,69.7292,15.3592,58.2713,33.8977,155.6132,116.5209,55.4243,56.3967,59.6217,717.73,113.3157,12.7153,34.1296,28.8301,24.8025,135.5271,28.5088,,,262.08,32.2878,1089.14,269.238,32.6694,58.3119,47.5715,17.56,27.9787,107.6863,38.094,28.2416,73.5598,54.7556,102.6541,60.055,28.35,44.0761,70.3096,45.285,18.93,55.5758,105.46,55.83,26.9058,19.865,37.7098,60.2248,169.45,140.0204,49.8313,59.3974,115.7025,31.5178,25.693,75.1528,461.2,78.5829,32.6224,29.875,15.34,57.3404,18.224,123.7498,34.4179,139.3858,20.9384,49.6267,37.51,16.505,69.51,20.7377,21.17,77.561,16.6931,58.0607,51.9292,87.67200000000001,71.1425,81.39,60.5382,43.7274,68.3696,45.5087,68.0301,61.0551,25.6048,62.7681,89.7866,25.89,25.54,47.67,65.1699,77.03,39.8292,16.6964,55.1336,71.9054,61.793,65.2,23.4576,,,67.03,26.09,98.3238,60.2282,98.9341,53.3278,80.1052,56.7431,38.6991,62.4009,272.243,59.2271,45.9144,202.2964,24.1554,43.0868,57.6045,,77.8,24.6383,41.6043,103.4479,75.6891,9.7532,63.9035,33.845,94.16,45.9169,4.2708,120.1591
2016-01-22,36.8907,38.8933,143.6608,95.7872,52.4949,86.0219,86.68,37.5346,96.4837,89.63,47.9262,30.3012,75.8519,243.8547,49.03,39.022,52.1777,8.0345,26.7691,287.6574,52.5778,34.1093,74.0759,34.6853,46.91,49.2252,60.95,68.8751,55.3505,58.4693,159.15,16.357,2.02,45.9511,132.4324,142.6042,87.6558,596.38,64.33,86.8,135.1055,83.2681,31.4927,36.9375,34.5921,110.0917,47.3605,,71.4446,14.8826,59.8033,35.2316,158.3657,116.5021,57.1654,58.4466,52.407,728.32,114.4268,12.9056,34.9236,28.9843,24.7934,138.5027,29.2213,,,268.92,33.0783,1118.11,279.1382,33.4976,59.485,49.1939,17.85,27.8351,110.6188,38.9574,28.9611,74.9468,55.93899999999999,103.2264,62.3782,28.75,45.2028,72.5221,45.285,19.52,57.2633,108.81,57.38,26.6303,19.3528,38.5953,59.9634,174.72,137.7922,50.6325,60.2933,117.265,31.868000000000002,26.1708,77.7009,450.76,78.9392,33.1576,31.545,15.648,57.2654,19.0937,127.7466,35.1266,142.4538,21.3581,50.1405,38.41,17.035,71.55,21.1633,21.2268,79.5983,17.5639,59.4862,53.5326,88.7484,73.3281,85.87,61.6608,43.9529,69.8488,45.6685,69.0389,62.1772,26.6232,63.452,92.5369,26.9,26.43,49.1,67.2014,77.26,40.1608,17.1986,56.6051,73.7927,62.7404,66.89,24.8642,,,69.36,26.43,101.3551,60.4773,101.0744,54.245,82.4036,57.9567,38.9064,64.6229,279.073,60.2189,46.8222,205.8205,23.9168,43.7451,59.3755,,78.84,25.1864,41.8439,104.1479,78.0387,9.8588,65.9671,34.6105,97.94,46.7451,3.8861,124.0389
2016-01-25,36.5313,37.6536,143.9492,93.9171,52.3343,86.2772,89.29,37.1877,96.0213,86.77,47.6184,29.5717,74.8981,240.1071,47.97,38.7676,51.4824,7.6577,26.4325,285.6402,51.6541,34.028,72.8082,33.9759,45.7,47.968,60.39,65.973,54.5656,57.7184,154.54,16.2227,2.12,44.9618,126.1815,140.183,85.6536,596.53,59.9,84.8,132.497,82.6224,30.8014,35.1085,31.5015,107.6302,46.8548,,70.6873,14.731,59.6352,34.0644,158.3112,116.4834,54.7373,57.5106,52.3689,728.52,113.8759,12.3346,34.9042,28.2223,24.6116,138.6366,27.925,,,262.1,32.6266,1097.93,269.0708,32.4599,58.1179,48.8903,17.53,27.0215,109.3289,37.5247,28.1193,74.5886,53.1228,101.3127,61.0672,27.3,44.5768,72.14,44.5816,18.87,55.9133,106.7,56.18,25.4214,18.4308,37.8241,58.5537,172.34,135.7438,49.8773,59.6587,115.6191,30.3253,25.641,77.5818,442.17,76.7832,33.0034,30.69,15.0496,54.9786,17.9797,125.4085,31.8909,139.7566,20.9384,50.1038,36.73,16.735,69.92,20.9822,20.8007,79.0286,17.5344,59.8892,52.4293,87.2916,71.002,80.68,61.483999999999995,43.1822,67.1994,44.7286,69.3463,61.8283,25.3646,62.7309,90.9994,26.25,25.92,47.06,68.0644,76.6,39.9874,17.084,56.1847,73.2755,62.4101,65.95,22.0897,,,69.92,26.135,99.685,60.335,100.3995,54.4176,80.2687,56.2892,38.1133,60.2866,281.7787,60.5908,46.8766,204.2278,23.2905,42.6269,58.382,,80.2,24.4047,41.3167,102.2909,78.2621,9.7289,61.8897,33.5534,97.01,45.782,3.8861,122.5609
2016-01-26,36.4342,38.3897,150.6633,94.4366,51.9863,86.2677,86.62,37.6565,96.7574,86.89,47.8423,30.6659,75.6462,244.2265,48.42,38.8494,51.8836,7.9206,26.8859,284.3373,52.1673,34.9855,73.8336,34.4089,46.2,49.7915,62.21,67.4287,55.0196,58.4498,152.64,16.6448,2.07,45.6671,129.3512,140.5028,86.9226,601.25,60.01,86.57,131.6275,82.9019,32.8753,35.6713,33.7244,109.5734,47.2438,,71.7822,15.4675,61.1017,34.6235,161.6996,116.3899,56.1019,58.3624,52.4355,743.59,117.54899999999999,12.6677,35.3786,28.5489,25.4935,139.2203,28.6461,,,259.87,33.4641,1111.54,277.9309,33.0445,57.9055,49.4216,17.38,27.5192,111.686,38.4261,28.4215,75.9756,54.2694,101.8568,61.5877,28.0,45.7517,74.2903,45.5134,19.3,57.6477,105.99,56.52,26.2125,18.8964,38.2335,59.81399999999999,172.17,135.3141,50.5772,60.032,116.0906,31.2055,25.939,79.1675,448.15,77.9982,33.457,29.995,15.2872,56.5906,18.9862,128.8057,32.9633,137.6433,21.6006,50.5992,37.79,17.085,69.87,21.4803,21.0848,80.0038,18.1248,60.891999999999996,54.128,87.2637,73.8372,88.15,61.6254,43.342,68.8751,45.4805,70.7971,62.4507,26.2677,62.9539,91.9353,27.42,27.12,48.36,70.5903,77.69,42.2483,17.5686,57.2724,74.1284,62.7752,66.52,23.8262,,,70.83,26.65,100.5249,60.4951,101.084,55.126000000000005,80.3841,58.0586,38.8433,64.6327,285.2642,61.784,47.3396,207.1661,23.5391,44.205,59.3496,,80.16,25.0157,42.3616,102.0187,80.8172,9.9562,66.32600000000001,34.6469,97.34,46.0613,4.1426,123.7667
2016-01-27,35.9874,38.4381,150.713,88.2315,50.9601,85.2468,83.35,37.9472,96.2195,84.85,47.8329,30.7662,75.2628,241.4868,46.49,39.2491,51.8746,7.9556,26.8532,279.9168,50.888999999999996,34.5429,73.5912,34.150999999999996,44.35,48.8797,61.42,66.1904,55.2371,58.245,151.12,16.3954,2.13,45.3634,129.0559,137.4786,86.9602,583.35,60.85,84.6,125.3882,82.7863,31.6895,36.234,34.6409,109.2588,47.0591,,71.0067,15.0776,60.8402,33.4171,159.5103,114.4811,56.1866,58.4466,51.893,744.29,107.0531,12.7153,35.3399,28.7122,24.7934,139.7274,28.5088,,,273.26,33.3418,1043.7,280.587,32.2017,57.0003,49.5354,17.22,27.7489,110.5632,38.483000000000004,28.4866,75.0938,53.4989,101.4065,61.9637,27.74,45.588,73.9171,43.8964,18.84,57.8071,102.31,56.3,26.7192,19.7532,38.3287,58.9831,165.29,131.3372,50.4851,60.004,115.2492,31.6787,25.5984,79.4883,442.64,77.8429,33.9015,30.92,15.2344,59.3274,19.0938,128.496,33.7652,136.9296,21.6565,50.4616,38.03,16.565,67.43,21.2177,20.8007,79.9072,18.1765,59.9777,52.3102,87.5421,73.1087,87.94,61.6166,42.0354,68.9313,45.7907,71.1333,61.9981,25.7681,62.6343,90.0731,27.1,26.79,47.09,69.2509,77.97,41.6831,17.3307,57.2084,74.4006,62.9403,65.72,23.7583,,,69.49,26.42,99.2216,60.7977,99.2812,54.9443,79.2398,57.4287,39.0956,64.6718,281.4405,60.6451,47.4939,201.7838,23.3303,44.5838,60.0839,,77.9,25.2044,42.2369,96.7685,79.2806,9.9453,68.0607,34.9409,94.45,45.3776,4.5864,124.7099
2016-01-28,35.0743,36.937,147.7688,88.8643,49.8358,82.5149,81.77,34.4216,97.2764,84.52,48.2807,31.6416,75.5153,194.7158,45.27,39.8397,52.9979,8.0257,27.2552,271.9446,51.0476,34.4255,74.0573,33.3863,43.47,49.6763,59.51,64.8197,56.0031,57.7477,145.61,16.002,2.08,45.2361,126.7721,135.5416,86.9602,635.35,59.45,85.1,120.7923,83.2504,32.5777,38.0819,36.3178,110.1287,47.1271,,70.8607,15.1642,62.7645,33.1424,155.1045,118.2425,55.8572,59.391999999999996,50.332,747.55,108.3662,12.8771,34.5653,28.948,24.5207,136.1299,28.5946,,,265.96,33.2853,1043.13,277.8473,32.5915,56.4923,49.6872,16.9,27.2512,107.1295,38.369,29.0442,72.5677,56.0307,102.7386,62.1854,27.1,44.5768,75.3565,42.8093,18.99,58.2383,97.21,55.96,26.9592,20.2468,38.8429,58.8618,167.3,129.7285,51.3048,60.6759,116.5345,32.3602,25.5937,79.8275,453.08,79.4325,34.3551,29.515,15.4368,59.0368,18.9666,126.7274,35.453,138.6536,21.871,51.1314,38.73,16.615,65.69,20.9234,21.1794,80.2742,18.3167,60.3021,54.382,86.7534,75.4172,91.08,62.7038,40.6067,70.036,42.1346,70.5185,60.4894,25.7297,62.7978,89.3187,26.73,26.44,47.0,71.4352,78.91,42.6703,17.3131,57.8208,75.5347,63.8617,64.45,25.9896,,,69.79,23.13,100.3994,61.5273,98.1147,55.907,80.4803,58.4199,40.1951,67.1776,282.0512,58.7235,48.1929,192.9413,23.1216,45.2601,60.9564,,75.88,25.7974,42.6396,95.9518,79.8166,9.8278,72.5668,36.135,109.11,45.0501,4.3596,124.6807
2016-01-29,36.5701,37.7602,151.2402,91.9338,48.9881,84.6607,85.33,35.4905,99.5979,89.13,50.2395,32.2343,77.7036,195.4888,46.82,40.8118,54.3529,8.4248,27.0916,274.5215,52.6991,35.3649,75.791,34.6761,45.62,50.5209,66.14,66.5496,57.3081,59.0544,145.93,16.9326,2.2,46.0883,132.0977,139.5435,88.6804,587.0,60.03,88.19,124.6812,84.93299999999999,33.533,39.9015,38.1118,117.25399999999999,48.2066,,72.2476,15.7925,64.6608,34.1527,155.7858,125.1105,57.3066,60.7587,50.9221,767.39,110.3129,13.4577,35.4367,29.6284,25.3935,139.0863,29.7535,,,273.06,34.2498,1064.97,291.8618,32.5574,57.416000000000004,50.8163,17.53,28.1031,107.8441,40.4494,30.1521,74.7448,57.0948,106.0688,64.2193,27.97,45.742,76.5916,43.9695,19.56,59.6915,100.32,58.01,26.6658,19.7905,39.9902,60.4675,171.36,133.4956,53.073,63.0182,119.3269,32.4643,26.3505,82.3573,452.97,82.1183,35.2713,31.03,15.7272,61.5018,20.2969,131.0439,36.4414,140.0717,22.9529,51.7552,39.9,16.755,68.06,21.5437,21.7949,82.9583,18.7595,62.2388,55.9299,89.63,75.8999,95.13,63.791000000000004,41.6312,72.0956,43.0369,72.1133,61.9226,26.430999999999997,64.4185,91.5056,27.59,27.21,48.27,71.9836,81.32,44.0495,17.736,57.638000000000005,77.1316,65.4524,67.12,27.0664,,,64.545,23.46,104.1354,61.7408,101.9999,56.125,81.9805,56.7061,41.4388,69.5171,291.7748,59.7308,48.8374,195.0741,23.4198,45.5487,60.9737,,78.21,26.5702,43.2531,98.2366,81.0227,10.0208,75.3184,37.2556,112.21,46.7932,4.5371,129.2121
2016-02-01,36.609,38.1379,154.0651,91.0743,48.533,84.1313,85.46,36.0531,100.2962,89.61,49.5959,32.3346,77.5914,202.1131,47.65,41.4841,55.0839,8.3893,26.4138,272.8518,52.5218,35.7805,75.4834,34.8511,45.3,50.6936,67.55,66.4456,57.2419,58.9471,143.5,16.9326,2.14,45.7259,130.1388,139.5618,87.5148,574.81,59.26,88.24,123.9454,84.6913,33.4754,38.2882,37.2928,121.4645,48.4984,,71.3078,15.6192,64.0723,34.0056,156.2218,128.8251,57.4384,60.871,52.0643,768.55,111.6261,13.2863,36.0951,29.2928,25.9753,139.7082,28.9208,,,273.45,33.569,1084.87,289.995,32.7376,56.1782,51.1009,17.88,28.4955,107.9369,40.3544,30.3983,73.3026,57.5168,106.2657,63.7566,27.53,46.1369,77.1425,44.7369,19.54,57.629,100.8,57.62,26.8792,19.3528,40.4996,60.8783,175.75,133.1258,53.2295,61.7771,121.87899999999999,31.8112,26.3978,81.9815,472.64,83.2877,35.5526,31.795,16.3873,60.9301,20.1111,131.9432,35.9938,140.1922,22.6731,52.1681,40.44,16.77,68.44,21.2629,21.6434,83.1418,19.1137,61.2754,56.2791,90.3074,74.8642,92.01,62.032,42.496,71.899,43.2812,73.3526,62.1018,25.9698,63.9055,90.8657,27.64,27.39,47.88,71.5701,81.98,43.5747,17.692,57.8848,77.4038,66.9301,67.41,25.2814,,,64.2,23.94,103.70100000000001,62.6573,103.0797,56.5155,82.1824,56.0112,41.0062,67.6279,292.5922,59.4518,49.5363,196.0993,23.5291,45.2871,61.8549,,78.84,26.9566,43.2914,99.3158,79.9506,10.1299,72.3774,37.1454,115.09,46.3502,4.6752,128.6578
2016-02-02,36.0068,35.861999999999995,151.0512,89.2326,48.1404,83.3184,84.48,35.5186,97.9747,87.95,47.8889,29.5079,76.8432,190.1072,45.89,42.1383,55.2711,8.2386,26.7737,269.937,51.6261,35.3559,73.9454,34.5379,42.94,49.7723,67.54,64.2431,56.7123,57.2699,137.36,16.357,1.99,44.5896,120.6885,137.1497,85.8698,552.1,57.64,86.82,121.3561,83.3568,32.7313,36.159,38.2775,121.0481,47.8468,,69.5832,15.0992,65.296,32.7795,152.9969,124.6707,56.3372,61.1799,51.0744,763.6,107.9162,12.5916,36.7438,28.6487,25.739,138.7802,27.6761,,,266.06,32.4248,1066.79,279.7419,31.9484,54.376999999999995,49.8485,17.84,27.5001,106.5541,38.3975,29.6235,71.4011,55.6546,105.5059,63.3036,26.29,44.9042,76.6005,41.1832,19.23,55.9508,96.85,56.64,26.177,18.9129,40.8376,59.2632,172.0,131.7969,52.3546,60.9932,119.3639,31.6125,25.8207,81.679,475.67,81.2779,35.7975,30.42,16.2113,59.243,19.9448,131.8833,34.1195,137.6433,23.0462,51.6635,50.11,16.555,64.52,20.6743,20.8575,82.3018,18.6045,59.0978,52.6039,88.0989,71.3093,88.92,61.7757,40.992,69.8207,42.5814,73.343,60.3196,25.1532,62.7235,88.9271,26.4,26.06,46.76,71.5521,81.69,42.8211,17.3307,56.8062,78.2295,66.7128,66.26,23.9523,,,60.66,23.29,101.2972,63.2801,100.0235,56.9605,81.7593,54.4178,41.3127,65.7387,293.6726,58.5763,49.9993,190.6895,22.4953,44.187,61.9758,,76.91,27.0824,42.4958,95.9713,81.389,9.6599,71.0316,35.9421,114.61,44.8286,4.2905,126.5575
2016-02-03,36.1233,36.3269,147.1521,90.9988,50.7192,83.1766,84.81,35.6499,96.3516,87.99,47.9262,30.4927,76.8245,190.5084,49.56,43.0014,56.43899999999999,8.6465,26.7924,268.692,50.6744,35.7895,74.0573,35.5052,44.39,51.3654,67.17,63.5908,56.4002,57.9037,145.97,16.5872,2.07,44.9128,120.4916,137.6796,85.0613,531.07,61.95,87.39,121.1841,84.846,32.7457,38.6822,41.4267,123.4263,47.7009,,69.5285,16.4264,65.1279,32.4853,153.6056,122.9116,59.9889,61.6666,51.5027,751.9,111.9108,12.4012,37.044000000000004,28.8301,25.7571,134.9818,28.1225,,,270.43,32.4721,1049.16,282.3888,32.2115,55.5316,50.266000000000005,17.73,27.2321,106.4428,38.3405,29.7828,71.0337,58.0397,105.8436,61.9733,25.68,46.4739,77.098,41.4664,19.23,56.7008,99.49,57.21,26.7103,18.7632,41.4517,60.5982,176.45,132.3964,52.4559,61.6184,121.2132,32.4075,27.358,81.9448,461.74,82.8217,36.0627,29.97,16.7658,59.1868,20.7078,133.3621,36.0218,135.9749,22.9529,51.6451,51.72,16.67,65.34,20.9188,21.17,81.8287,19.2465,59.7319,54.0486,88.4979,74.2761,91.3,61.8111,41.1706,70.5977,42.9313,72.1517,60.3668,24.7966,63.2216,90.8562,27.27,26.89,47.68,72.6577,79.59,43.8912,17.6391,56.6051,79.0189,68.286,65.44,25.7956,,,59.61,23.5,103.5658,63.7695,99.4644,58.1865,83.14399999999999,56.7894,41.538000000000004,68.7046,290.8072,58.6383,50.5803,192.5751,22.4456,47.3252,63.3667,,83.32,28.4033,42.5341,93.6281,78.9411,9.618,74.6504,36.4014,112.69,44.6649,4.7837,127.3645
2016-02-04,36.3467,37.0048,147.0625,91.7299,50.6478,79.783,92.0,35.6405,96.9461,86.36,48.1967,31.2313,77.4324,193.1601,49.51,42.2746,55.5297,8.6908,27.1196,262.9589,50.4038,35.8437,73.3023,35.6342,44.64,49.8586,67.38,65.1411,58.6793,58.3133,146.02,16.8654,2.09,45.6867,126.654,136.967,85.6254,536.26,62.37,88.18,121.0025,86.0161,32.6397,38.2132,40.325,125.9988,48.2066,,70.1763,18.0799,65.0438,31.3279,155.4497,127.3654,60.5818,60.1518,51.7597,747.87,113.5086,12.6106,37.073,29.1748,25.7844,131.9488,29.0067,,,273.27,33.0489,1069.1,291.3417,33.0494,55.1437,50.0288,17.34,28.4573,108.8092,38.749,28.9863,70.3631,60.5073,106.2095,59.4284,26.36,46.6184,76.6094,41.576,20.4,57.0571,101.93,58.49,27.1903,18.9316,41.2946,62.9695,170.5,134.6646,54.3715,61.5811,115.3139,33.0701,27.533,79.1308,470.9,89.1343,35.8981,30.165,16.6777,59.7304,20.4437,131.7634,32.9353,132.8049,26.4504,50.7735,51.72,17.055,67.2,21.3173,21.8233,82.2342,19.586,58.6112,53.2945,87.8112,74.4253,90.0,62.253,41.3962,73.6778,43.7918,69.9997,60.2254,24.7388,64.2698,91.1331,27.7,27.19,47.79,73.1252,76.67,44.9689,17.6039,56.2304,78.5833,68.3034,65.45,25.7665,,,58.73,23.49,105.3904,63.6449,99.9464,57.2783,83.67299999999999,56.845,42.2409,66.9917,289.7831,59.0954,49.8631,193.0694,23.0221,49.0205,62.4596,,83.6,28.9783,43.8954,97.1283,76.922,9.6767,71.7793,39.9836,110.49,44.9153,5.6418,130.5054
2016-02-05,35.0063,35.5908,143.1734,89.28,47.3998,80.0666,81.53,35.0779,93.3978,79.2,46.4711,31.0672,76.039,183.1894,46.17,42.2382,56.02,8.6465,27.2084,264.2619,49.7973,33.4318,73.1531,35.3025,43.2,49.4651,65.87,61.028999999999996,59.9276,54.871,142.28,16.1267,1.98,44.4034,122.8049,132.5174,83.5103,502.13,59.22,84.7,117.8877,89.8068,31.5847,36.628,39.7497,125.4806,48.1872,,69.8478,17.6666,64.9504,29.9449,151.0438,120.1045,59.4807,59.9542,51.379,727.35,112.5444,12.3251,36.2984,29.0841,25.6389,129.4038,28.938000000000002,,,263.86,32.5855,1015.55,285.8158,31.773000000000003,55.07899999999999,48.8523,16.62,28.1892,106.8047,37.8655,28.5228,70.3723,60.6541,105.2995,58.4645,24.87,44.5383,74.6901,39.3195,20.0,55.3227,97.89,55.31,26.6392,18.576,41.3708,63.5576,168.54,132.946,55.4858,61.7677,115.0088,32.7199,28.1006,81.1657,460.14,90.4407,36.465,28.5,16.5897,59.3836,20.2089,127.0072,30.6787,133.463,26.1613,51.2323,51.84,16.59,58.51,20.7287,21.615,80.4479,19.6377,57.5495,50.7623,86.3915,72.7488,87.27,62.8099,39.4881,73.4156,43.7351,68.8468,58.5092,23.5534,63.2216,89.67200000000001,27.21,26.59,45.56,73.4937,76.56,45.1724,17.3396,53.9179,78.4382,68.7033,63.9,24.1075,,,55.5,23.2,102.4943,64.0987,96.2925,57.4781,87.5003,55.9464,42.277,65.6409,270.9841,57.0189,49.618,185.362,22.5351,49.291000000000004,62.3905,,82.02,29.5624,43.9529,90.9447,73.0,9.6096,67.1036,39.7356,104.07,43.7982,5.6023,128.2689
2016-02-08,33.8019,34.5226,140.6966,90.2201,47.1946,79.0457,71.16,35.1248,89.7174,74.94,45.8554,30.365,75.9829,179.7844,43.45,41.9475,56.2089,8.3716,27.1103,257.0231,48.7989,32.1582,71.0558,35.1736,40.98,46.8259,58.65,59.6111,59.8898,52.4332,139.15,15.5319,1.93,43.8353,118.4834,130.6536,80.2861,488.1,53.96,81.92,112.0019,89.9132,30.3369,35.2492,39.0478,120.9925,47.6328,,68.0777,17.1879,65.2493,28.1696,148.5729,114.0226,57.7207,60.4905,49.8751,695.46,109.7069,11.6779,34.8558,28.4219,26.0208,127.1362,27.8649,,,250.77,31.4886,973.8,272.5443,31.1251,56.0859,49.2888,16.07,27.7872,103.1391,35.9181,28.3346,69.959,59.2414,102.1476,57.7126,23.36,42.7183,72.5932,38.2963,19.6,52.8851,99.18,54.29,24.897,17.9677,41.5374,64.902,162.59,124.8623,56.111999999999995,61.6557,117.4684,30.5619,28.0958,82.669,445.0,89.92,36.4284,26.86,16.2201,57.0686,20.4632,125.3186,32.1054,136.2715,24.8929,51.5901,50.2,16.765,54.05,20.7649,21.7854,79.7914,18.9144,53.1355,50.1432,83.1901,75.4786,87.15,61.4221,38.3225,72.1518,42.6571,66.9733,57.0854,22.6282,62.5525,87.9722,26.02,25.39,42.27,70.5543,75.33,44.9689,17.0312,54.4206,78.2295,68.8163,62.24,22.9725,,,56.32,22.48,100.0325,65.024,90.5273,57.1239,86.1925,54.4456,42.4122,66.9819,252.5703,55.9652,49.1006,181.3985,21.044,49.6968,61.7253,,76.97,29.0772,44.1446,88.9905,70.0607,9.7271,69.7355,40.103,99.75,43.6152,5.1979,126.7325
2016-02-09,34.3555,35.1441,140.7464,90.2011,47.721000000000004,80.1138,71.0,34.6935,88.0659,73.85,45.9954,30.6203,75.4405,173.3069,42.64,41.8657,56.101000000000006,8.4337,27.0776,262.8527,48.7523,32.0227,71.2982,34.8419,39.57,47.8816,58.66,62.0405,59.5872,52.9305,136.46,15.4456,1.9,44.8149,118.0699,130.7997,80.4365,482.07,53.0,83.1,114.4861,89.8165,30.7079,33.3732,36.3081,122.5749,47.6912,,65.7875,16.9921,66.1367,28.2579,146.3563,112.0109,59.1889,61.836000000000006,50.093999999999994,697.58,109.1651,11.6113,35.0398,28.6668,25.3844,128.5331,27.5473,,,249.99,31.7723,991.29,273.538,31.7389,56.363,49.5449,16.87,28.3424,101.1253,35.6331,28.7473,70.4091,58.6451,103.7329,59.5634,23.32,41.0715,73.0374,39.2556,19.82,53.9445,100.5,53.71,25.3059,18.2953,42.1278,65.0607,165.04,128.0798,56.3975,61.4784,118.9848,30.7133,27.533,85.5288,440.93,91.0802,36.4559,27.755,16.3257,58.5026,19.1623,127.8965,31.3128,137.1242,25.5644,52.4892,50.23,17.055,57.33,20.5113,22.6091,80.6121,18.3093,51.4446,49.4764,83.9881,72.7839,85.58,62.253,39.4599,73.0973,43.3758,66.7908,57.0948,23.1679,63.3331,88.1632,24.72,24.33,40.68,69.3498,75.24,43.8083,16.7052,53.4518,78.8011,68.6077,62.25,21.983,,,58.25,22.01,103.4886,65.4956,89.8718,57.578,86.9714,54.1306,42.277,64.202,249.0096,55.2756,49.6453,177.1146,20.706,49.1287,61.8477,,76.34,28.6998,44.0008,90.0697,70.829,9.5257,66.8544,39.8275,99.54,43.9234,4.9316,126.1879
